CustomerID,Address,Verification_Status,Validation_status,Comments
191539,"Meadow Avenue, 3168",started,,Agent need to verify the address physically.
191540,"Longman   Pass, 7915",started,,Agent need to verify the address physically.
191541,"Bacon  Crossroad, 5421",started,,Agent need to verify the address physically.
191542,"Meadow Walk, 1560",started,,Agent need to verify the address physically.
191543,"Epworth  Drive, 8816",started,,Agent need to verify the address physically.
191544,"South Pass, 7653",started,,Agent need to verify the address physically.
191545,"Emden   Street, 8851",started,,Agent need to verify the address physically.
191546,"Spruce Grove, 776",started,,Agent need to verify the address physically.
191547,"Lexington Vale, 9782",started,,Agent need to verify the address physically.
191548,"Bekesbourne   Lane, 8459",started,,Agent need to verify the address physically.
191549,"Dunstable   Rue, 8746",started,,Agent need to verify the address physically.
191550,"Bendmore  Pass, 2302",started,,Agent need to verify the address physically.
191551,"Bingham   Boulevard, 5903",started,,Agent need to verify the address physically.
191552,"Bacton   Route, 7640",started,,Agent need to verify the address physically.
191553,"Blandford  Grove, 6909",started,,Agent need to verify the address physically.
191554,"Cleaver Lane, 3496",started,,Agent need to verify the address physically.
191555,"Endsleigh  Walk, 352",started,,Agent need to verify the address physically.
191556,"Caedmon  Drive, 9505",started,,Agent need to verify the address physically.
191557,"Amwell    Avenue, 589",started,,Agent need to verify the address physically.
191558,"Central  Street, 5787",started,,Agent need to verify the address physically.
191559,"Bempton   Road, 9068",started,,Agent need to verify the address physically.
191560,"Longman   Street, 1147",started,,Agent need to verify the address physically.
191561,"Geffrye   Grove, 2508",started,,Agent need to verify the address physically.
191562,"Liverpool  Vale, 4584",started,,Agent need to verify the address physically.
191563,"Blean   Crossroad, 8051",started,,Agent need to verify the address physically.
191564,"Aylward   Crossroad, 9995",started,,Agent need to verify the address physically.
191565,"Chalcot  Street, 2854",started,,Agent need to verify the address physically.
191566,"Cockspur  Hill, 1694",started,,Agent need to verify the address physically.
191567,"Rail Vale, 6966",started,,Agent need to verify the address physically.
191568,"Cable    Drive, 2469",started,,Agent need to verify the address physically.
191569,"Byland  Grove, 1272",started,,Agent need to verify the address physically.
191573,"Egerton  Route, 5931",started,,Agent need to verify the address physically.
191574,"Clifton  Crossroad, 1161",started,,Agent need to verify the address physically.
191575,"Carpenter Pass, 6497",started,,Agent need to verify the address physically.
191576,"Ellerslie Crossroad, 9421",started,,Physical address verification is in progress
191577,"Vincent  Street, 4747",started,,Physical address verification is in progress
191578,"Thrale   Lane, 395",started,,Physical address verification is in progress
191579,"Fieldstone Route, 4604",started,,Physical address verification is in progress
191580,"Rosewood Avenue, 7323",started,,Physical address verification is in progress
191582,"Ayres   Tunnel, 6638",started,,Physical address verification is in progress
191583,"Clissold  Walk, 2329",started,,Physical address verification is in progress
191584,"Pine Hill, 1473",started,,Physical address verification is in progress
191585,"Clifton  Street, 2765",started,,Physical address verification is in progress
191586,"Hickory   Walk, 2350",started,,Physical address verification is in progress
191587,"Elba  Alley, 5893",started,,Physical address verification is in progress
191588,"Westbourne Pass, 8268",started,,Physical address verification is in progress
191589,"Eldon  Vale, 2948",started,,Physical address verification is in progress
191590,"Fieldstone Vale, 6450",started,,Physical address verification is in progress
191591,"Besson  Alley, 9143",started,,Physical address verification is in progress
191592,"Tisbury  Tunnel, 7050",started,,Physical address verification is in progress
191593,"Arthur  Pass, 4611",started,,Physical address verification is in progress
191594,"Bond Boulevard, 423",started,,Physical address verification is in progress
191595,"Linda   Avenue, 6548",started,,Physical address verification is in progress
191596,"Cato   Vale, 6510",started,,Physical address verification is in progress
191597,"Becklow  Crossroad, 5785",started,,Physical address verification is in progress
191598,"Fieldstone Route, 3679",started,,Physical address verification is in progress
191599,"Black Friars   Vale, 4451",started,,Physical address verification is in progress
191600,"Maple Avenue, 1445",started,,Physical address verification is in progress
191601,"Fairview Avenue, 6520",started,,Physical address verification is in progress
191602,"Bekesbourne   Walk, 4348",started,,Physical address verification is in progress
191603,"Baylis  Pass, 9885",started,,Physical address verification is in progress
191604,"Blomfield  Tunnel, 556",started,,Physical address verification is in progress
191605,"Tiptree   Way, 7875",started,,Physical address verification is in progress
191606,"St. Johs  Avenue, 2445",started,,Physical address verification is in progress
191607,"West Street, 2785",started,,Physical address verification is in progress
191608,"Bolton  Road, 3760",started,,Physical address verification is in progress
191609,"Fawn Alley, 1987",started,,Physical address verification is in progress
191610,"Queen Crossroad, 8060",started,,Physical address verification is in progress
191611,"Baylis  Grove, 7599",started,,Physical address verification is in progress
191612,"Blackall   Alley, 3116",started,,Physical address verification is in progress
191613,"Maple Pass, 6710",started,,Physical address verification is in progress
191614,"Maple Boulevard, 3428",started,,Physical address verification is in progress
191615,"Chart   Avenue, 7778",started,,Physical address verification is in progress
191616,"Queen Caroline   Grove, 1781",started,,Physical address verification is in progress
191617,"Ben   Route, 3069",started,,Physical address verification is in progress
191618,"Capeners  Alley, 5724",started,,Physical address verification is in progress
191619,"Pine Road, 8804",started,,Physical address verification is in progress
191620,"Camelot   Street, 5917",started,,Physical address verification is in progress
191621,"Carolina  Tunnel, 4643",started,,Physical address verification is in progress
191622,"Coleman  Boulevard, 6855",started,,Physical address verification is in progress
191623,"Woodland Street, 6305",started,,Physical address verification is in progress
191624,"Dutton   Walk, 8623",started,,Physical address verification is in progress
191625,"Caxton  Rue, 5763",started,,Physical address verification is in progress
191626,"Elba  Boulevard, 6737",started,,Physical address verification is in progress
191627,"Thorndike   Boulevard, 642",started,,Physical address verification is in progress
191628,"Chester  Way, 9559",started,,Physical address verification is in progress
191629,"Arline    Drive, 7448",started,,Physical address verification is in progress
191630,"Carol   Hill, 1454",started,,Physical address verification is in progress
191631,"Battis   Street, 1848",started,,Physical address verification is in progress
191632,"Sundown Alley, 930",started,,Physical address verification is in progress
191633,"Bolton  Route, 7655",started,,Physical address verification is in progress
191634,"Thrale   Lane, 5796",started,,Physical address verification is in progress
191635,"Bocking   Boulevard, 4513",started,,Physical address verification is in progress
191636,"Calvin   Avenue, 7115",started,,Physical address verification is in progress
191637,"Chesterfield  Street, 9792",started,,Physical address verification is in progress
191638,"Argyle  Lane, 6982",started,,Physical address verification is in progress
191639,"Aspen Alley, 2467",started,,Physical address verification is in progress
191640,"Gatonby   Tunnel, 2018",started,,Physical address verification is in progress
191641,"Kilner   Street, 4397",started,,Physical address verification is in progress
191642,"East Tunnel, 2138",started,,Physical address verification is in progress
191643,"Hickory   Avenue, 2526",started,,Physical address verification is in progress
191644,"Yoakley Rue, 4180",started,,Physical address verification is in progress
191645,"Hickory Lane Road, 3338",started,,Physical address verification is in progress
191646,"Parkfield  Pass, 4662",started,,Physical address verification is in progress
191647,"Bacon  Alley, 361",started,,Physical address verification is in progress
191648,"Hamilton  Lane, 1741",started,,Physical address verification is in progress
191649,"Walnut Pass, 3068",started,,Physical address verification is in progress
191650,"Lexington Crossroad, 6546",started,,Physical address verification is in progress
191651,"Charnwood   Pass, 1248",started,,Physical address verification is in progress
191652,"Chatsworth  Way, 1940",started,,Physical address verification is in progress
191653,"Vine  Way, 8790",started,,Physical address verification is in progress
191654,"Arthur  Hill, 4762",started,,Physical address verification is in progress
191655,"Parkgate  Lane, 9013",started,,Physical address verification is in progress
191656,"Apothecary   Street, 3523",started,,Physical address verification is in progress
191657,"Oxford Alley, 1206",started,,Physical address verification is in progress
191661,"Angela   Street, 5582",started,,Physical address verification is in progress
191665,"Yorkshire  Avenue, 5600",started,,Physical address verification is in progress
191670,"St. Johs  Tunnel, 4115",started,,Physical address verification is in progress
191671,"Shepherds  Lane, 4736",started,,Physical address verification is in progress
191672,"Abbots   Rue, 6270",started,,Physical address verification is in progress
191673,"Blackheath   Walk, 2609",started,,Physical address verification is in progress
191675,"Coleman  Street, 3495",started,,Physical address verification is in progress
191676,"Cecilia  Drive, 7439",started,,Physical address verification is in progress
191689,"Fairbairn  Hill, 2258",started,,Physical address verification is in progress
191690,"Unwin  Road, 6173",started,,Physical address verification is in progress
191691,"Aylward   Rue, 3146",started,,
191706,"Parkgate  Vale, 4306",started,,
191707,"Cobden  Drive, 1821",started,,
191708,"Boleyn  Road, 8785",started,,
191709,"West Road, 1412",started,,
191710,"Garfield Alley, 9734",started,,
191711,"Addison  Boulevard, 6554",started,,
191712,"Blue Anchor  Road, 992",started,,
191713,"Colombo   Route, 4768",started,,
191714,"Oxford Alley, 2899",started,,
191715,"North Boulevard, 3544",started,,
191716,"Fieldstone Rue, 2723",started,,
191717,"Meadow Lane, 4794",started,,
191719,"North Way, 8650",started,,
191720,"Cloth  Grove, 216",started,,
191721,"Burton  Vale, 7009",started,,
191722,"Battis   Vale, 4710",started,,
191723,"Aberavon  Grove, 5781",started,,
191724,"Adelaide  Hill, 1133",started,,
191725,"Ashley Lane, 2844",started,,
191726,"Calvin   Boulevard, 5777",started,,
191727,"Eldon  Rue, 5446",started,,
191728,"Unwin  Crossroad, 4958",started,,
191729,"Bayberry Lane, 1981",started,,
191730,"Bacton   Drive, 8824",started,,
191731,"Bacon  Drive, 5241",started,,
191732,"Udall   Walk, 332",started,,
191737,"Monroe Avenue, 9772",started,,
191739,"Bel   Road, 5778",started,,
191744,"Woodland Hill, 7335",started,,
191745,"Wadham  Rue, 3211",started,,
191746,"Adams  Vale, 552",started,,
191747,"Cedarne  Road, 2332",started,,
191748,"Camdale  Rue, 4274",started,,
191749,"Birkenhead   Way, 6479",started,,
191750,"Arthur  Hill, 6952",started,,
191751,"Chelsea Manor  Road, 2215",started,,
191752,"Calvin   Road, 7656",started,,
191753,"Buttonwood Tunnel, 9683",started,,
191754,"Cockspur  Grove, 3286",started,,
191755,"Carlisle  Route, 6875",started,,
191756,"Durweston   Pass, 7904",started,,
191757,"Boldero   Boulevard, 2420",started,,
191758,"Becklow  Pass, 7885",started,,
191759,"Chamberlain  Hill, 757",started,,
191760,"Chicksand  Drive, 8244",started,,
191761,"Carlisle  Vale, 3989",started,,
191762,"Eaglet  Rue, 2744",started,,
191763,"Camley   Drive, 7753",started,,
191764,"St. Pauls  Alley, 8782",started,,
191765,"King William  Rue, 1496",started,,
191768,"Battersea   Vale, 3101",started,,
191824,"Ayres   Alley, 7723",started,,
191825,"Bloomsbury  Pass, 4833",started,,
191826,"Duthie   Hill, 1083",started,,
191827,"Cavaye  Tunnel, 3553",started,,
191828,"Camberwell  Grove, 3809",started,,
191829,"Carlisle  Tunnel, 2610",started,,
191830,"Heritage Boulevard, 5490",started,,
191831,"Geary   Pass, 7576",started,,
191832,"Carol   Street, 9075",started,,
191833,"Baylis  Boulevard, 2723",started,,
191834,"Black Friars   Walk, 4918",started,,
191835,"Eaglet  Lane, 9481",started,,
191836,"Durweston   Crossroad, 8153",started,,
191837,"Archery  Tunnel, 3680",started,,
191838,"Viscount   Grove, 3509",started,,
191839,"Shepherds  Way, 3630",started,,
191840,"Aspen Alley, 1754",started,,
191841,"Coal Wharf  Drive, 2870",started,,
191842,"Billing  Drive, 6019",started,,
191843,"East Lane, 6488",started,,
191844,"Bellenden  Route, 2014",started,,
191845,"Collingwood  Hill, 403",started,,
191846,"Hammersmith  Lane, 7009",started,,
191847,"Waldram Park  Walk, 7515",started,,
191848,"Cloth  Street, 7141",started,,
191849,"Bell    Pass, 4391",started,,
191850,"Rivervalley Avenue, 2627",started,,
191851,"Elf  Drive, 7863",started,,
191852,"Hamilton  Street, 9516",started,,
191853,"King Edward  Vale, 4063",started,,
191854,"Spruce Road, 293",started,,
191855,"Camley   Alley, 909",started,,
191856,"Kingly  Vale, 1575",started,,
191857,"St. Pauls  Boulevard, 1625",started,,
191858,"Castile  Crossroad, 7506",started,,
191859,"Blackall   Street, 9709",started,,
191861,"Chalcot  Grove, 4127",started,,
191862,"Marischal  Boulevard, 3008",started,,
191863,"Carnegie   Avenue, 6652",started,,
191864,"Duthie   Boulevard, 2241",started,,
191865,"Castlereagh   Drive, 6535",started,,
191866,"Gate   Alley, 3557",started,,
191867,"Enderby   Way, 6775",started,,
191868,"Fawn Rue, 3925",started,,
191870,"Becklow  Tunnel, 4755",started,,
191871,"Apollo  Vale, 8998",started,,
191872,"Tilloch   Vale, 535",started,,
191873,"Andrews  Crossroad, 3760",started,,
191874,"Cato   Drive, 5532",started,,
191875,"Arundel   Vale, 9292",started,,
191876,"Lexington Street, 3600",started,,
191877,"Blandford  Way, 9953",started,,
191878,"Balham   Avenue, 7181",started,,
191879,"Blomfield  Avenue, 7676",started,,
191880,"Littlebury  Route, 1279",started,,
191881,"Monroe Hill, 1738",started,,
191882,"Linda   Route, 4192",started,,
191883,"Amwell    Vale, 5423",started,,
191884,"Angrave    Alley, 4000",started,,
191885,"Oxford Tunnel, 1686",started,,
191886,"Andrews  Road, 3421",started,,
191888,"Cockspur  Hill, 7482",started,,
191889,"Westbourne Boulevard, 9447",started,,
191890,"Calverley  Grove, 5899",started,,
191891,"Wake  Way, 5288",started,,
191892,"King William  Route, 4054",started,,
191893,"Geffrye   Walk, 9665",started,,
191894,"Rivervalley Hill, 3362",started,,
191895,"Ensign   Way, 9137",started,,
191896,"Ashley Tunnel, 684",started,,
191898,"Carlton  Tunnel, 5291",started,,
191899,"Camley   Tunnel, 4084",started,,
191900,"Cavendish Walk, 6863",started,,
191901,"Timber   Pass, 8365",started,,
191902,"Bacon  Avenue, 7719",started,,
191903,"Caslon   Walk, 4608",started,,
191904,"Elba  Street, 3087",started,,
191905,"Billing  Rue, 2618",started,,
191906,"Canning  Hill, 2138",started,,
191907,"Bayberry Tunnel, 2422",started,,
191908,"Capeners  Drive, 2572",started,,
191909,"Boleyn  Lane, 2683",started,,
191910,"Glenwood Avenue, 9344",started,,
191911,"Rosewood Vale, 9151",started,,
191912,"Lincoln Road, 7750",started,,
191913,"Waldram Park  Road, 7620",started,,
191914,"Cavendish Way, 9963",started,,
191915,"Bedford  Boulevard, 3282",started,,
191916,"Monroe Pass, 537",started,,
191917,"Calverley  Tunnel, 130",started,,
191918,"Black Swan  Drive, 1204",started,,
191919,"Heritage Hill, 1205",started,,
191920,"Clyde Pass, 3220",started,,
191921,"Boldero   Road, 2048",started,,
191922,"Spruce Avenue, 356",started,,
191923,"Aspen Vale, 7507",started,,
191924,"Chalcot  Walk, 9604",started,,
191925,"Central  Rue, 6826",started,,
191926,"Queen Caroline   Lane, 2895",started,,
191927,"Timothy  Walk, 3642",started,,
191928,"Gavel   Hill, 6865",started,,
191929,"Apsley    Vale, 2300",started,,
191930,"Camelot   Vale, 4723",started,,
191931,"Glenwood Route, 3157",started,,
191932,"Berriman  Street, 2355",started,,
191933,"Jackson Lane, 1260",started,,
191934,"Boldero   Route, 1594",started,,
191935,"Garfield Alley, 2990",started,,
191936,"Bennett  Way, 6145",started,,
191937,"Edwin   Walk, 9608",started,,
191938,"Timber   Tunnel, 4396",started,,
191939,"Enderby   Drive, 9859",started,,
191940,"Birkenhead   Drive, 6673",started,,
191941,"Bayberry Lane, 2958",started,,
191942,"Chapel  Boulevard, 7539",started,,
191943,"Coborn  Rue, 8769",started,,
191944,"Central  Pass, 1719",started,,
191945,"Clyde Route, 480",started,,
191946,"Cockspur  Drive, 5635",started,,
191947,"Geary   Way, 3347",started,,
191948,"Cavendish Route, 1025",started,,
191949,"Blandford  Lane, 9110",started,,
191950,"Yoakley Pass, 4538",started,,
191951,"Bolton  Rue, 2033",started,,
191952,"Rosewood Avenue, 2739",started,,
191953,"Tisbury  Walk, 1302",started,,
191954,"Antrobus   Pass, 5557",started,,
191955,"Cam  Drive, 8057",started,,
191956,"Bloomsbury  Avenue, 9859",started,,
191957,"Blackheath   Lane, 3608",started,,
191958,"Buttonwood Drive, 4882",started,,
191959,"Balfour    Street, 7783",started,,
191960,"Becher  Alley, 9802",started,,
191961,"Kilner   Road, 7050",started,,
191962,"Armory  Way, 4921",started,,
191963,"Chelsea Manor  Pass, 8199",started,,
191964,"Hamilton  Grove, 6769",started,,
191965,"St. Johs  Way, 6140",started,,
191966,"Biggerstaff   Hill, 4362",started,,
191967,"Beaconsfield  Pass, 8355",started,,
191968,"Sheringham   Vale, 6947",started,,
191969,"Church Route, 3819",started,,
191970,"Durham Rue, 5211",started,,
191971,"Cleaver Route, 1985",started,,
191972,"St. Pauls  Hill, 5713",started,,
191973,"Blackall   Pass, 1440",started,,
191974,"Carpenter Road, 8399",started,,
191975,"Hampden  Way, 3694",started,,
191976,"Ashley Hill, 7473",started,,
191977,"Bazely   Vale, 6365",started,,
191978,"Longman   Way, 7593",started,,
191979,"Canning  Route, 2868",started,,
191980,"Kinglake  Grove, 2521",started,,
191981,"Colombo   Rue, 5149",started,,
191982,"Waldram Park  Drive, 3695",started,,
191983,"Angela   Tunnel, 53",started,,
191984,"Black Friars   Way, 2487",started,,
191985,"Earl Rise Crossroad, 8888",started,,
191986,"Argyle  Street, 8209",started,,
191987,"Earl Rise Route, 5142",started,,
191988,"Gatonby   Hill, 8041",started,,
191989,"Colombo   Tunnel, 3501",started,,
191990,"Billing  Vale, 5734",started,,
191991,"Bekesbourne   Boulevard, 9310",started,,
191992,"South Lane, 5809",started,,
191993,"Charnwood   Walk, 8834",started,,
191994,"Durham Hill, 9850",started,,
191995,"Cavendish Tunnel, 5617",started,,
191996,"Central  Street, 1760",started,,
191997,"Abbotswell  Route, 455",started,,
191998,"Thrale   Hill, 860",started,,
191999,"Addison  Road, 9932",started,,
192000,"Mariner  Tunnel, 4749",started,,
192001,"Unwin  Road, 5310",started,,
192002,"Timber   Hill, 2685",started,,
192003,"Central  Tunnel, 6265",started,,
192004,"Cockspur  Tunnel, 358",started,,
192005,"Pine Lane, 2739",started,,
192006,"Norfolk  Street, 648",started,,
192007,"Sheffield Route, 7806",started,,
192008,"Clyde Crossroad, 7394",started,,
192009,"Wakley   Street, 7640",started,,
192010,"Falconberg   Drive, 2663",started,,
192011,"Cavendish Crossroad, 2345",started,,
192012,"Adams  Tunnel, 6682",started,,
192013,"Chester      Street, 1079",started,,
192014,"Fieldstone Alley, 3059",started,,
192015,"Catherine  Lane, 4616",started,,
192016,"Carpenter Hill, 8063",started,,
192017,"Cingworth  Avenue, 8939",started,,
192018,"Longman   Vale, 1974",started,,
192019,"Longleigh   Alley, 744",started,,
192020,"Mariner   Pass, 2773",started,,
192021,"Berry  Boulevard, 930",started,,
192022,"Howard Hill, 9232",started,,
192023,"Western   Tunnel, 1656",started,,
192024,"Erindale Alley, 7430",started,,
192025,"Elgood   Walk, 2520",started,,
192026,"Lexington Road, 5983",started,,
192027,"Timber   Drive, 4950",started,,
192028,"Meadow Walk, 6880",started,,
192029,"Cam  Street, 1475",started,,
192030,"Dunsley  Hill, 3665",started,,
192031,"Dutton   Tunnel, 5829",started,,
192032,"Chapel  Alley, 26",started,,
192033,"Chantry   Hill, 2145",started,,
192034,"Aspen Road, 383",started,,
192035,"Angela   Route, 3175",started,,
192036,"Coal Wharf  Way, 619",started,,
192037,"Lake Lane, 7787",started,,
192038,"Cephas  Route, 4927",started,,
192039,"Ely  Vale, 852",started,,
192040,"Jackson Way, 5526",started,,
192041,"Charnwood   Route, 5142",started,,
192042,"Beatty  Pass, 9104",started,,
192043,"Caroline  Alley, 4297",started,,
192044,"Geffrye   Way, 7945",started,,
192045,"Blendon    Hill, 8810",started,,
192046,"College  Vale, 5359",started,,
192047,"Battersea   Hill, 6516",started,,
192048,"Bekesbourne   Tunnel, 8835",started,,
192049,"Shepherds  Vale, 4039",started,,
192050,"Blackheath  Pass, 3821",started,,
192051,"Andsell    Alley, 9530",started,,
192052,"Fairbairn  Avenue, 9332",started,,
192053,"Chamberlain  Crossroad, 8299",started,,
192054,"Gate   Avenue, 7532",started,,
192055,"Marina  Pass, 4195",started,,
192056,"Thurloe   Lane, 78",started,,
192057,"Sheffield Lane, 820",started,,
192058,"Adderley   Walk, 1585",started,,
192059,"Bendmore  Lane, 9464",started,,
192060,"Blanchard  Vale, 9334",started,,
192061,"Jackson Vale, 5051",started,,
192062,"Cingworth  Road, 6415",started,,
192063,"Victorian  Lane, 6771",started,,
192064,"Chancellor  Tunnel, 7446",started,,
192065,"Blackheath  Route, 2087",started,,
192066,"Blue Anchor  Street, 2244",started,,
192067,"Western   Hill, 7775",started,,
192068,"Tilloch   Hill, 2889",started,,
192069,"Gatonby   Boulevard, 3505",started,,
192070,"Pine Tunnel, 5906",started,,
192071,"Ellerman   Hill, 8560",started,,
192072,"Apothecary   Drive, 9982",started,,
192073,"Andrews  Alley, 5500",started,,
192074,"Marischal  Avenue, 1869",started,,
192075,"Fair Vale, 7359",started,,
192076,"Betton  Way, 5710",started,,
192077,"Oxford Alley, 5797",started,,
192078,"Bede  Vale, 8750",started,,
192079,"Collent   Lane, 9153",started,,
192080,"Walnut Boulevard, 1063",started,,
192081,"Collins  Walk, 6663",started,,
192082,"Chapel  Road, 6335",started,,
192083,"Cheney  Lane, 5051",started,,
192084,"Arline    Route, 6721",started,,
192085,"Buttonwood Way, 2213",started,,
192086,"Westcott  Vale, 6936",started,,
192087,"Cheney  Rue, 1734",started,,
192088,"Chatsworth  Rue, 3997",started,,
192089,"Rivervalley Rue, 1413",started,,
192090,"Earl Rise Road, 1899",started,,
192091,"Lexington Lane, 3532",started,,
192092,"Bolingbroke  Route, 5996",started,,
192093,"Bective  Route, 2168",started,,
192094,"King Avenue, 7523",started,,
192095,"Parkfields Road, 7723",started,,
192096,"Chapel  Avenue, 7766",started,,
192097,"Clerkenwell Way, 6466",started,,
192098,"Cliff  Way, 718",started,,
192099,"Enderby   Route, 2232",started,,
192100,"Coleman  Alley, 3611",started,,
192101,"South Way, 7236",started,,
192102,"Apsley    Vale, 8074",started,,
192103,"Sheringham   Crossroad, 2872",started,,
192104,"Timber   Lane, 2205",started,,
192105,"Abourne   Walk, 5959",started,,
192106,"Commercial  Road, 1487",started,,
192107,"Apothecary   Grove, 4050",started,,
192108,"Magnolia Vale, 3145",started,,
192109,"Addison  Crossroad, 58",started,,
192110,"Chambers  Pass, 3734",started,,
192111,"East Pass, 3961",started,,
192112,"Catherine  Avenue, 3843",started,,
192113,"North Vale, 7726",started,,
192114,"Bury  Drive, 6708",started,,
192115,"College  Way, 6092",started,,
192116,"Cecilia  Boulevard, 3310",started,,
192117,"King Drive, 6912",started,,
192118,"Canal  Lane, 4847",started,,
192119,"Woodland Lane, 91",started,,
192120,"Geffrye   Drive, 2255",started,,
192121,"Amwell    Tunnel, 573",started,,
192122,"Camberwell  Pass, 5392",started,,
192123,"Becklow  Route, 2851",started,,
192124,"Durham Street, 1714",started,,
192125,"Chatfield  Grove, 1838",started,,
192126,"Cheltenham  Route, 4845",started,,
192127,"Erindale Lane, 7113",started,,
192128,"Blue Anchor  Grove, 7816",started,,
192129,"Endsleigh  Vale, 2279",started,,
192130,"Becklow  Alley, 133",started,,
192131,"Bocking   Road, 3632",started,,
192132,"Bellenden  Way, 6404",started,,
192133,"Angrave    Boulevard, 6041",started,,
192134,"Coalecroft  Boulevard, 7551",started,,
192135,"Sundown Walk, 1564",started,,
192136,"Chamberlain  Avenue, 5150",started,,
192137,"Bayberry Way, 441",started,,
192138,"Cleveland  Vale, 8207",started,,
192139,"Fawn Pass, 2668",started,,
192140,"Bishop   Crossroad, 1057",started,,
192141,"Garfield Street, 4260",started,,
192142,"Chancellor  Walk, 7749",started,,
192143,"Armory  Lane, 6087",started,,
192144,"Ernest  Tunnel, 1114",started,,
192145,"Blanchard  Way, 8736",started,,
192146,"Balfour    Lane, 6449",started,,
194019,"Monroe Drive, 3841",started,,
194020,"Victoria Rise Rue, 1557",started,,
194021,"Blackheath  Road, 9305",started,,
194022,"Bellenden   Drive, 3806",started,,
194023,"Sundown Walk, 7603",started,,
194024,"Aberavon  Route, 6586",started,,
194025,"Burton  Walk, 8543",started,,
194026,"Camelot   Tunnel, 8229",started,,
194027,"Sherwood  Street, 8742",started,,
194028,"Buttonwood Road, 1834",started,,
194029,"Charterhouse  Crossroad, 1259",started,,
194030,"Sheringham   Vale, 7461",started,,
194031,"Glenwood Tunnel, 308",started,,
194032,"Bell    Alley, 9043",started,,
194033,"Calderwood   Road, 4362",started,,
194034,"Thurloe   Avenue, 5883",started,,
194035,"Champion  Street, 9081",started,,
194036,"East Avenue, 9545",started,,
194037,"Gate   Drive, 9702",started,,
194038,"Collins  Grove, 9867",started,,
194039,"Fawn Drive, 1267",started,,
194040,"Baltic  Way, 6275",started,,
194041,"Chart   Hill, 5374",started,,
194042,"Bacton   Boulevard, 1806",started,,
194043,"Littlebury  Tunnel, 1943",started,,
194044,"Monroe Tunnel, 5533",started,,
194045,"Caroline  Crossroad, 6351",started,,
194046,"Bede  Walk, 6381",started,,
194047,"Angrave    Tunnel, 7506",started,,
194048,"Spruce Route, 8212",started,,
194049,"Heritage Route, 1240",started,,
194050,"Bermondsey    Grove, 4313",started,,
194051,"Ben   Lane, 6422",started,,
194052,"Fairview Avenue, 2108",started,,
194053,"Tiptree   Grove, 7278",started,,
194054,"West Lane, 1629",started,,
194055,"Elgood   Vale, 1261",started,,
194056,"Bolton  Road, 8064",started,,
194057,"King Street, 381",started,,
194058,"Littlebury  Drive, 2126",started,,
194059,"Kilner   Walk, 9224",started,,
194060,"Bishop   Vale, 7903",started,,
194061,"Meadow Rue, 9486",started,,
194062,"Chambers  Crossroad, 3144",started,,
194063,"Camelot   Road, 8482",started,,
194064,"Heritage Alley, 4603",started,,
194065,"Cardinal Way, 2272",started,,
194066,"Kinglake  Tunnel, 4126",started,,
194067,"Fawn Walk, 2234",started,,
194068,"Black Friars   Road, 9086",started,,
194069,"Union  Rue, 6977",started,,
194070,"Arthur  Pass, 2885",started,,
194071,"Belgrave  Alley, 4772",started,,
194073,"Angela   Way, 5072",started,,
194074,"Cave   Pass, 6114",started,,
194075,"Ely  Pass, 5134",started,,
194076,"Calshot   Hill, 7214",started,,
194077,"Chantry   Route, 1298",started,,
194078,"Caxton  Alley, 9531",started,,
194079,"West Drive, 4525",started,,
194080,"Calverley  Way, 7392",started,,
194081,"King Edward  Avenue, 1413",started,,
194082,"Abbots   Route, 7000",started,,
194083,"Cephas  Walk, 9900",started,,
194084,"Emily  Drive, 2235",started,,
194085,"Durnford  Crossroad, 2959",started,,
194086,"Union  Avenue, 614",started,,
194087,"Cleaver Street, 4160",started,,
194088,"Gavel   Boulevard, 2489",started,,
194090,"Meadow Street, 878",started,,
194091,"Birkin   Pass, 5611",started,,
194092,"Bletchley   Pass, 8368",started,,
194094,"Belmore  Avenue, 167",started,,
194095,"Fairfield  Avenue, 1951",started,,
194097,"Garfield Avenue, 9041",started,,
194098,"Coalecroft  Grove, 3174",started,,
194099,"Apostle  Grove, 446",started,,
194100,"Virginia Drive, 2761",started,,
194101,"Cam  Way, 5228",started,,
194102,"Comet House  Alley, 355",started,,
194103,"Armory  Walk, 2547",started,,
194104,"Armory  Walk, 5648",started,,
194110,"Adams  Grove, 1154",started,,
194111,"Rosewood Hill, 3519",started,,
194112,"Church Route, 9674",started,,
194113,"Thomas Doyle   Avenue, 8889",started,,
194115,"Monroe Crossroad, 3838",started,,
194117,"Berry  Alley, 4086",started,,
194119,"Cavaye  Rue, 6584",started,,
194121,"Coborn  Walk, 7780",started,,
194123,"Boleyn  Grove, 1929",started,,
194126,"Caldwell   Lane, 9050",started,,
194127,"Gautrey  Avenue, 7778",started,,
194130,"Oxford Crossroad, 9374",started,,
194132,"Canon Lane, 5389",started,,
194133,"Dunton  Walk, 5887",started,,
194135,"Hickory Lane Crossroad, 961",started,,
194137,"College  Grove, 6792",started,,
194139,"Balfour    Avenue, 4204",started,,
194140,"Caldwell   Pass, 1054",started,,
194142,"Chester      Drive, 6687",started,,
194144,"Camdale  Road, 1316",started,,
194146,"Tiptree   Route, 424",started,,
194148,"Arlington  Pass, 9930",started,,
194150,"Bocking   Pass, 1597",started,,
194152,"Bennett  Avenue, 8690",started,,
194153,"Bolingbroke  Hill, 8977",started,,
